date,state,location,so2,no2,rspm,spm,pm2_5
1997-04-01,Odisha,Rourkela,20.3,24.5,,154.0,
1997-04-01,Odisha,Rourkela,29.4,12.7,,151.0,
1997-05-01,Odisha,Rourkela,16.4,21.6,,83.0,
1997-05-01,Odisha,Rourkela,24.7,27.8,,210.0,
1997-05-01,Odisha,Angul,18.566342246525863,28.17387112641417,,98.0,
1997-05-01,Odisha,Talcher,18.566342246525863,28.17387112641417,,219.0,
1997-05-01,Odisha,Nalco,18.566342246525863,28.17387112641417,,123.0,
1997-05-01,Odisha,Rourkela,14.1,26.0,,168.0,
1997-05-01,Odisha,Rourkela,18.0,17.5,,180.0,
1997-06-01,Odisha,Rourkela,17.2,21.9,,101.0,
1997-06-01,Odisha,Rourkela,16.5,21.1,,127.0,
1997-06-01,Odisha,Angul,18.566342246525863,28.17387112641417,,100.0,
1997-06-01,Odisha,Talcher,18.566342246525863,28.17387112641417,,212.0,
1997-06-01,Odisha,Nalco,18.566342246525863,28.17387112641417,,83.0,
1997-06-01,Odisha,Rourkela,17.8,24.8,,107.0,
1997-06-01,Odisha,Rourkela,16.0,22.3,,150.0,
1997-07-01,Odisha,Rourkela,8.7,13.1,,101.0,
1997-07-01,Odisha,Rourkela,14.9,19.2,,116.0,
1997-07-01,Odisha,Angul,18.566342246525863,28.17387112641417,,93.0,
1997-07-01,Odisha,Talcher,18.566342246525863,28.17387112641417,,175.0,
1997-07-01,Odisha,Nalco,18.566342246525863,28.17387112641417,,81.0,
1997-07-01,Odisha,Rourkela,21.0,28.8,,78.0,
1997-07-01,Odisha,Rourkela,17.5,30.1,,110.0,
1997-08-01,Odisha,Rourkela,9.7,14.2,,82.0,
1997-08-01,Odisha,Angul,18.566342246525863,28.17387112641417,,86.0,
1997-08-01,Odisha,Talcher,18.566342246525863,28.17387112641417,,72.0,
1997-08-01,Odisha,Nalco,18.566342246525863,28.17387112641417,,86.0,
1997-08-01,Odisha,Rourkela,21.0,32.6,,69.0,
1997-08-01,Odisha,Rourkela,19.3,27.0,,92.0,
1997-08-01,Odisha,Rourkela,10.5,17.8,,111.0,
1997-09-01,Odisha,Rourkela,13.8,18.2,,40.0,
1997-09-01,Odisha,Angul,18.566342246525863,28.17387112641417,,68.0,
1997-09-01,Odisha,Talcher,18.566342246525863,28.17387112641417,,94.0,
1997-09-01,Odisha,Nalco,18.566342246525863,28.17387112641417,,33.0,
1997-09-01,Odisha,Rourkela,18.1,27.0,,94.0,
1997-09-01,Odisha,Rourkela,17.1,25.8,,77.0,
1997-09-01,Odisha,Rourkela,14.1,24.8,,88.0,
1997-10-01,Odisha,Rourkela,11.6,19.6,,95.0,
1997-10-01,Odisha,Angul,18.566342246525863,28.17387112641417,,111.0,
1997-10-01,Odisha,Talcher,18.566342246525863,28.17387112641417,,217.0,
1997-10-01,Odisha,Nalco,18.566342246525863,28.17387112641417,,91.0,
1997-10-01,Odisha,Rourkela,22.3,25.2,,106.0,
1997-10-01,Odisha,Rourkela,18.566342246525863,28.17387112641417,,90.0,
1997-10-01,Odisha,Rourkela,10.1,23.0,,84.0,
1997-11-01,Odisha,Rourkela,7.4,14.2,,109.0,
1997-11-01,Odisha,Angul,18.566342246525863,28.17387112641417,,164.0,
1997-11-01,Odisha,Talcher,18.566342246525863,28.17387112641417,,119.0,
1997-11-01,Odisha,Nalco,18.566342246525863,28.17387112641417,,113.0,
1997-11-01,Odisha,Rourkela,26.2,15.0,,206.0,
1997-11-01,Odisha,Rourkela,25.1,29.6,,142.0,
1997-11-01,Odisha,Rourkela,21.3,25.5,,118.0,
1997-12-01,Odisha,Rourkela,10.6,14.7,,112.0,
1997-12-01,Odisha,Angul,16.0,15.4,,106.0,
1997-12-01,Odisha,Talcher,12.7,27.3,,124.0,
1997-12-01,Odisha,Nalco,12.5,8.8,,86.0,
1997-12-01,Odisha,Rourkela,29.0,26.1,,170.0,
1997-12-01,Odisha,Rourkela,40.6,16.2,,115.0,
1997-12-01,Odisha,Rourkela,14.1,17.4,,77.0,
1998-01-01,Odisha,Rourkela,27.4,29.4,,249.0,
1998-01-01,Odisha,Rourkela,25.1,26.9,,192.0,
1998-01-01,Odisha,Angul,22.8,21.3,,137.0,
1998-01-01,Odisha,Nalco,10.9,7.6,,125.0,
1998-01-01,Odisha,Talcher,17.5,16.2,,239.0,
1998-01-01,Odisha,Rourkela,9.0,16.2,,143.0,
1998-01-01,Odisha,Rourkela,20.4,24.1,,171.0,
1998-02-01,Odisha,Rourkela,29.5,24.3,,250.0,
1998-02-01,Odisha,Rourkela,29.8,16.5,,165.0,
1998-02-01,Odisha,Angul,12.2,9.8,,138.0,
1998-02-01,Odisha,Nalco,11.0,11.1,,125.0,
1998-02-01,Odisha,Talcher,16.5,16.5,,323.0,
1998-02-01,Odisha,Rourkela,10.8,14.5,,133.0,
1998-02-01,Odisha,Rourkela,14.1,24.6,,158.0,
1998-03-01,Odisha,Rourkela,34.8,28.17387112641417,,210.0,
1998-03-01,Odisha,Rourkela,35.0,13.6,,198.0,
1998-03-01,Odisha,Angul,22.3,14.4,,195.0,
1998-03-01,Odisha,Nalco,10.8,18.0,,159.0,
1998-03-01,Odisha,Talcher,16.7,15.7,,224.0,
1998-03-01,Odisha,Rourkela,8.9,19.2,,118.0,
1998-03-01,Odisha,Rourkela,21.0,25.6,,166.0,
1998-04-01,Odisha,Rourkela,44.5,38.7,,213.0,
1998-04-01,Odisha,Rourkela,67.3,31.4,,185.0,
1998-04-01,Odisha,Angul,14.5,22.4,,172.0,
1998-04-01,Odisha,Nalco,8.7,17.4,,138.0,
1998-04-01,Odisha,Talcher,11.0,33.1,,130.0,
1998-04-01,Odisha,Rourkela,11.1,16.8,,147.0,
1998-04-01,Odisha,Rourkela,19.1,25.0,,146.0,
1998-05-01,Odisha,Rourkela,34.4,46.9,,252.0,
1998-05-01,Odisha,Rourkela,30.8,30.0,,184.0,
1998-05-01,Odisha,Angul,6.3,7.4,,137.0,
1998-05-01,Odisha,Nalco,5.7,10.8,,173.0,
1998-05-01,Odisha,Talcher,4.7,7.3,,160.0,
1998-05-01,Odisha,Rourkela,11.0,17.9,,129.0,
1998-05-01,Odisha,Rourkela,21.8,28.3,,193.0,
1998-06-01,Odisha,Rourkela,36.8,38.4,,169.0,
1998-06-01,Odisha,Rourkela,29.3,28.9,,154.0,
1998-06-01,Odisha,Angul,7.2,6.2,,189.0,
1998-06-01,Odisha,Nalco,8.2,14.2,,94.0,
1998-06-01,Odisha,Talcher,11.5,13.8,,201.0,
1998-06-01,Odisha,Rourkela,10.8,13.7,,118.0,
1998-06-01,Odisha,Rourkela,10.2,28.5,,142.0,
1998-07-01,Odisha,Rourkela,19.0,21.2,,90.0,
1998-07-01,Odisha,Rourkela,23.2,18.0,,85.0,
1998-07-01,Odisha,Rourkela,8.1,11.6,,73.0,
1998-07-01,Odisha,Rourkela,12.2,15.6,,131.0,
1998-08-01,Odisha,Rourkela,29.1,35.1,,95.0,
1998-08-01,Odisha,Rourkela,39.4,38.6,,77.0,
1998-08-01,Odisha,Angul,2.5,1.1,,166.0,
1998-08-01,Odisha,Nalco,4.5,5.6,,46.0,
1998-08-01,Odisha,Talcher,7.0,11.4,,118.0,
1998-08-01,Odisha,Rourkela,9.1,13.8,,110.0,
1998-08-01,Odisha,Rourkela,9.3,14.0,,94.0,
1998-09-01,Odisha,Rourkela,26.6,47.2,,133.0,
1998-09-01,Odisha,Rourkela,31.5,30.5,,91.0,
1998-09-01,Odisha,Angul,3.7,2.2,,98.0,
1998-09-01,Odisha,Nalco,4.3,6.4,,72.0,
1998-09-01,Odisha,Talcher,5.3,4.3,,108.0,
1998-09-01,Odisha,Rourkela,8.0,18.6,,95.0,
1998-09-01,Odisha,Rourkela,11.2,18.2,,135.0,
1998-10-01,Odisha,Rourkela,34.2,30.9,,179.0,
1998-10-01,Odisha,Rourkela,28.0,37.4,,161.0,
1998-10-01,Odisha,Angul,4.6,3.4,,121.0,
1998-10-01,Odisha,Nalco,2.8,4.6,,86.0,
1998-10-01,Odisha,Talcher,4.4,5.3,,119.0,
1998-10-01,Odisha,Rourkela,9.0,15.5,,133.0,
1998-10-01,Odisha,Rourkela,10.0,21.2,,169.0,
1998-11-01,Odisha,Rourkela,25.9,22.3,,212.0,
1998-11-01,Odisha,Angul,3.5,3.5,,129.0,
1998-11-01,Odisha,Nalco,2.5,3.3,,56.0,
1998-11-01,Odisha,Talcher,3.0,6.2,,144.0,
1998-11-01,Odisha,Rourkela,7.4,21.9,,94.0,
1998-11-01,Odisha,Rourkela,16.5,21.2,,122.0,
1999-01-01,Odisha,Talcher,7.0,8.8,,172.0,
1999-01-01,Odisha,Angul,7.9,5.6,,244.0,
1999-01-01,Odisha,Rourkela,23.0,11.1,,263.0,
1999-01-01,Odisha,Rourkela,18.1,8.7,,243.0,
1999-01-01,Odisha,Rourkela,10.9,26.0,,133.0,
1999-01-01,Odisha,Rourkela,12.4,16.9,,136.0,
1999-01-01,Odisha,Nalco,3.7,5.7,,106.0,
1999-02-01,Odisha,Talcher,7.4,12.6,,226.0,
1999-02-01,Odisha,Angul,11.7,4.5,,267.0,
1999-02-01,Odisha,Rourkela,18.7,15.1,,246.0,
1999-02-01,Odisha,Rourkela,27.9,15.7,,226.0,
1999-02-01,Odisha,Rourkela,11.5,16.5,,128.0,
1999-02-01,Odisha,Rourkela,10.8,19.2,,118.0,
1999-02-01,Odisha,Nalco,2.2,3.9,,128.0,
1999-03-01,Odisha,Talcher,5.8,12.7,,201.0,
1999-03-01,Odisha,Angul,13.0,4.0,,349.0,
1999-03-01,Odisha,Rourkela,25.6,18.9,,320.0,
1999-03-01,Odisha,Rourkela,23.2,19.5,,260.0,
1999-03-01,Odisha,Rourkela,9.6,20.5,,115.0,
1999-03-01,Odisha,Rourkela,15.2,20.7,,158.0,
1999-03-01,Odisha,Nalco,4.3,9.0,,146.0,
1999-04-01,Odisha,Talcher,4.9,12.3,,182.0,
1999-04-01,Odisha,Angul,8.4,4.2,,278.0,
1999-04-01,Odisha,Rourkela,28.1,17.7,,314.0,
1999-04-01,Odisha,Rourkela,18.0,22.4,,204.0,
1999-04-01,Odisha,Rourkela,14.8,20.2,,179.0,
1999-04-01,Odisha,Rourkela,12.3,28.6,,180.0,
1999-04-01,Odisha,Nalco,2.7,6.1,,134.0,
1999-05-01,Odisha,Talcher,4.5,12.7,,148.0,
1999-05-01,Odisha,Angul,7.3,5.0,,192.0,
1999-05-01,Odisha,Rourkela,26.9,17.2,,197.0,
1999-05-01,Odisha,Rourkela,25.9,15.4,,139.0,
1999-05-01,Odisha,Rourkela,9.5,19.2,,109.0,
1999-05-01,Odisha,Rourkela,18.5,24.0,,161.0,
1999-05-01,Odisha,Nalco,2.4,6.8,,142.0,
1999-06-01,Odisha,Talcher,5.8,12.1,,163.0,
1999-06-01,Odisha,Angul,6.6,4.0,,160.0,
1999-06-01,Odisha,Rourkela,20.6,17.1,,238.0,
1999-06-01,Odisha,Rourkela,15.3,14.6,,72.0,
1999-06-01,Odisha,Rourkela,8.4,9.8,,124.0,
1999-06-01,Odisha,Rourkela,10.5,14.4,,154.0,
1999-06-01,Odisha,Nalco,1.8,3.8,,70.0,
1999-07-01,Odisha,Talcher,5.6,12.7,,145.0,
1999-07-01,Odisha,Angul,5.1,2.3,,112.0,
1999-07-01,Odisha,Rourkela,21.2,19.0,,125.0,
1999-07-01,Odisha,Rourkela,18.0,18.8,,67.0,
1999-07-01,Odisha,Rourkela,9.4,10.3,,77.0,
1999-07-01,Odisha,Rourkela,10.7,13.3,,118.0,
1999-07-01,Odisha,Nalco,1.4,2.6,,38.0,
1999-08-01,Odisha,Talcher,18.566342246525863,11.2,,130.0,
1999-08-01,Odisha,Angul,18.566342246525863,4.2,,133.0,
1999-08-01,Odisha,Rourkela,16.6,14.2,,128.0,
1999-08-01,Odisha,Rourkela,19.8,22.2,,58.0,
1999-08-01,Odisha,Rourkela,8.8,9.2,,107.0,
1999-08-01,Odisha,Rourkela,9.2,13.6,,97.0,
1999-08-01,Odisha,Nalco,18.566342246525863,5.0,,59.0,
1999-09-01,Odisha,Talcher,18.566342246525863,4.6,,147.0,
1999-09-01,Odisha,Angul,18.566342246525863,3.2,,88.0,
1999-09-01,Odisha,Rourkela,18.2,17.3,,131.0,
1999-09-01,Odisha,Rourkela,18.0,19.5,,51.0,
1999-09-01,Odisha,Rourkela,7.5,10.9,,87.0,
1999-09-01,Odisha,Rourkela,10.3,12.4,,130.0,
1999-09-01,Odisha,Nalco,18.566342246525863,4.1,,103.0,
1999-10-01,Odisha,Talcher,18.566342246525863,5.3,,128.0,
1999-10-01,Odisha,Angul,18.566342246525863,3.6,,156.0,
1999-10-01,Odisha,Rourkela,18.566342246525863,7.9,,140.0,
1999-10-01,Odisha,Rourkela,18.566342246525863,7.8,,84.0,
1999-10-01,Odisha,Rourkela,8.4,11.3,,123.0,
1999-10-01,Odisha,Rourkela,8.9,16.9,,126.0,
1999-10-01,Odisha,Nalco,18.566342246525863,3.5,,141.0,
1999-11-01,Odisha,Talcher,18.566342246525863,5.5,,145.0,
1999-11-01,Odisha,Angul,18.566342246525863,6.6,,245.0,
1999-11-01,Odisha,Rourkela,12.8,18.0,,230.0,
1999-11-01,Odisha,Rourkela,12.8,18.0,,230.0,
1999-11-01,Odisha,Rourkela,7.0,13.4,,95.0,
1999-11-01,Odisha,Rourkela,17.2,21.1,,146.0,
1999-11-01,Odisha,Nalco,18.566342246525863,7.8,,182.0,
1999-12-01,Odisha,Talcher,18.566342246525863,17.0,,221.0,
1999-12-01,Odisha,Angul,18.566342246525863,24.3,,248.0,
1999-12-01,Odisha,Rourkela,14.3,25.6,,225.0,
1999-12-01,Odisha,Rourkela,15.7,30.3,,271.0,
1999-12-01,Odisha,Rourkela,9.8,16.5,,129.0,
1999-12-01,Odisha,Rourkela,10.4,24.8,,162.0,
1999-12-01,Odisha,Nalco,18.566342246525863,13.0,,160.0,
2000-01-01,Odisha,Talcher,6.0,21.6,,172.0,
2000-01-01,Odisha,Angul,4.0,31.8,,202.0,
2000-01-01,Odisha,Rourkela,19.9,29.0,,147.0,
2000-01-01,Odisha,Rourkela,15.0,11.2,,175.0,
2000-01-01,Odisha,Rourkela,7.6,21.9,,94.0,
2000-01-01,Odisha,Rourkela,15.0,23.6,,118.0,
2000-01-01,Odisha,Nalco,12.7,24.8,,121.0,
2000-02-01,Odisha,Talcher,10.8,26.3,,190.0,
2000-02-01,Odisha,Angul,7.4,31.4,,159.0,
2000-02-01,Odisha,Rourkela,13.8,22.2,,155.0,
2000-02-01,Odisha,Rourkela,17.4,15.9,,125.0,
2000-02-01,Odisha,Rourkela,8.7,16.6,,96.0,
2000-02-01,Odisha,Rourkela,9.3,22.8,,112.0,
2000-02-01,Odisha,Nalco,7.3,28.0,,105.0,
2000-03-01,Odisha,Talcher,4.6,20.0,,200.0,
2000-03-01,Odisha,Angul,5.3,37.1,,243.0,
2000-03-01,Odisha,Rourkela,14.8,19.6,,224.63333154015817,
2000-03-01,Odisha,Rourkela,14.2,14.3,,221.0,
2000-03-01,Odisha,Rourkela,17.2,25.7,,124.0,
2000-03-01,Odisha,Rourkela,17.2,25.7,,124.0,
2000-03-01,Odisha,Nalco,4.8,28.9,,104.0,
2000-04-01,Odisha,Talcher,4.3,16.3,,194.0,
2000-04-01,Odisha,Angul,7.5,29.2,,152.0,
2000-04-01,Odisha,Rourkela,19.2,20.9,,139.0,
2000-04-01,Odisha,Rourkela,15.4,12.5,,209.0,
2000-04-01,Odisha,Rourkela,10.3,14.6,,110.0,
2000-04-01,Odisha,Rourkela,12.5,27.7,,136.0,
2000-04-01,Odisha,Nalco,6.7,32.0,,111.0,
2000-05-01,Odisha,Talcher,4.1,18.6,,128.0,
2000-05-01,Odisha,Angul,4.5,32.5,,99.0,
2000-05-01,Odisha,Rourkela,22.2,23.7,,134.0,
2000-05-01,Odisha,Rourkela,21.9,20.0,,119.0,
2000-05-01,Odisha,Rourkela,9.5,18.6,,94.0,
2000-05-01,Odisha,Rourkela,18.9,31.1,,140.0,
2000-05-01,Odisha,Nalco,6.0,28.5,,73.0,
2000-06-01,Odisha,Talcher,4.6,20.1,,71.0,
2000-06-01,Odisha,Angul,4.5,33.9,,335.0,
2000-06-01,Odisha,Rourkela,17.1,17.1,,72.0,
2000-06-01,Odisha,Rourkela,17.1,17.1,,74.0,
2000-06-01,Odisha,Rourkela,9.0,12.4,,93.0,
2000-06-01,Odisha,Rourkela,14.6,31.6,,99.0,
2000-06-01,Odisha,Nalco,3.4,22.7,,100.0,
2000-07-01,Odisha,Talcher,5.9,20.1,,187.0,
2000-07-01,Odisha,Angul,3.7,30.2,,141.0,
2000-07-01,Odisha,Rourkela,18.5,22.5,,129.0,
2000-07-01,Odisha,Rourkela,17.0,16.0,,76.0,
2000-07-01,Odisha,Rourkela,10.4,20.2,,99.0,
2000-07-01,Odisha,Rourkela,16.8,21.0,,106.0,
2000-07-01,Odisha,Nalco,4.4,13.2,,114.0,
2000-08-01,Odisha,Talcher,4.5,14.7,,90.0,
2000-08-01,Odisha,Angul,4.0,29.3,,88.0,
2000-08-01,Odisha,Rourkela,20.2,23.5,,72.0,
2000-08-01,Odisha,Rourkela,13.6,11.0,,36.0,
2000-08-01,Odisha,Rourkela,9.4,11.1,,77.0,
2000-08-01,Odisha,Rourkela,12.2,20.4,,89.0,
2000-08-01,Odisha,Nalco,6.3,16.4,,58.0,
2000-09-01,Odisha,Talcher,5.4,17.1,,127.0,
2000-09-01,Odisha,Angul,7.5,26.1,,86.0,
2000-09-01,Odisha,Rourkela,21.2,24.5,,113.0,
2000-09-01,Odisha,Rourkela,15.7,14.4,,65.0,
2000-09-01,Odisha,Rourkela,8.5,13.3,,91.0,
2000-09-01,Odisha,Rourkela,15.9,23.2,,115.0,
2000-09-01,Odisha,Nalco,6.3,19.6,,48.0,
2000-10-01,Odisha,Talcher,5.1,21.6,,118.0,
2000-10-01,Odisha,Angul,7.1,26.0,,160.0,
2000-10-01,Odisha,Rourkela,17.6,22.4,,222.0,
2000-10-01,Odisha,Rourkela,14.7,14.2,,103.0,
2000-10-01,Odisha,Rourkela,12.3,16.4,,102.0,
2000-10-01,Odisha,Rourkela,12.9,24.2,,174.0,
2000-10-01,Odisha,Nalco,5.5,15.5,,99.0,
2000-11-01,Odisha,Angul,6.2,21.8,,151.0,
2000-11-01,Odisha,Rourkela,8.5,18.1,,170.0,
2000-11-01,Odisha,Rourkela,7.2,13.6,,158.0,
2000-11-01,Odisha,Rourkela,9.8,15.6,,100.0,
2000-11-01,Odisha,Rourkela,15.4,23.3,,126.0,
2000-11-01,Odisha,Nalco,6.1,16.3,,110.0,
2000-12-01,Odisha,Angul,5.4,24.8,,214.0,
2000-12-01,Odisha,Rourkela,9.9,19.0,,264.0,
2000-12-01,Odisha,Rourkela,7.7,13.4,,204.0,
2000-12-01,Odisha,Rourkela,12.3,19.4,,103.0,
2000-12-01,Odisha,Rourkela,12.5,24.9,,125.0,
2000-12-01,Odisha,Nalco,4.6,20.8,,146.0,
2001-01-01,Odisha,Talcher,5.3,30.6,,242.0,
2001-02-01,Odisha,Talcher,7.1,33.7,,243.0,
2001-03-01,Odisha,Talcher,4.8,33.8,,249.0,
2001-04-01,Odisha,Talcher,6.2,34.3,,304.0,
2001-05-01,Odisha,Talcher,6.1,35.0,,275.0,
2001-06-01,Odisha,Talcher,3.7,29.3,,124.0,
2001-07-01,Odisha,Talcher,3.4,29.7,,89.0,
2001-08-01,Odisha,Talcher,5.6,31.8,,68.0,
2001-09-01,Odisha,Talcher,20.3,31.4,,85.0,
2001-10-01,Odisha,Talcher,3.5,19.4,,79.0,
2001-11-01,Odisha,Talcher,4.9,28.9,,188.0,
2001-12-01,Odisha,Talcher,9.0,28.5,,210.0,
2001-01-01,Odisha,Angul,5.9,28.0,,220.0,
2001-02-01,Odisha,Angul,5.6,25.9,,249.0,
2001-03-01,Odisha,Angul,5.7,29.3,,187.0,
2001-04-01,Odisha,Angul,6.5,31.5,,221.0,
2001-05-01,Odisha,Angul,6.8,30.3,,276.0,
2001-06-01,Odisha,Angul,5.6,28.4,,124.0,
2001-07-01,Odisha,Angul,5.2,38.2,,92.0,
2001-08-01,Odisha,Angul,5.9,29.7,,65.0,
2001-09-01,Odisha,Angul,40.0,27.1,,126.0,
2001-10-01,Odisha,Angul,11.1,16.3,,109.0,
2001-11-01,Odisha,Angul,13.5,21.0,,222.0,
2001-12-01,Odisha,Angul,16.8,13.1,,266.0,
2001-01-01,Odisha,Rourkela,18.566342246525863,28.17387112641417,,260.0,
2001-02-01,Odisha,Rourkela,18.566342246525863,28.17387112641417,,323.0,
2001-03-01,Odisha,Rourkela,11.9,23.2,,259.0,
2001-04-01,Odisha,Rourkela,10.7,21.3,,260.0,
2001-05-01,Odisha,Rourkela,12.8,34.7,,115.0,
2001-06-01,Odisha,Rourkela,6.2,15.3,,86.0,
2001-07-01,Odisha,Rourkela,6.1,14.3,,116.0,
2001-08-01,Odisha,Rourkela,9.1,10.1,,69.0,
2001-09-01,Odisha,Rourkela,6.9,15.0,,123.0,
2001-10-01,Odisha,Rourkela,7.2,15.6,,133.0,
2001-11-01,Odisha,Rourkela,7.9,18.5,,179.0,
2001-12-01,Odisha,Rourkela,8.3,16.8,,210.0,
2001-01-01,Odisha,Rourkela,18.566342246525863,28.17387112641417,,232.0,
2001-02-01,Odisha,Rourkela,18.566342246525863,28.17387112641417,,291.0,
2001-03-01,Odisha,Rourkela,9.2,13.9,,181.0,
2001-04-01,Odisha,Rourkela,17.6,17.8,,184.0,
2001-05-01,Odisha,Rourkela,14.5,16.8,,216.0,
2001-06-01,Odisha,Rourkela,8.8,12.3,,99.0,
2001-07-01,Odisha,Rourkela,7.7,9.4,,87.0,
2001-08-01,Odisha,Rourkela,7.5,15.6,,107.0,
2001-09-01,Odisha,Rourkela,7.2,9.1,,88.0,
2001-10-01,Odisha,Rourkela,7.8,10.7,,113.0,
2001-11-01,Odisha,Rourkela,7.1,11.6,,215.0,
2001-12-01,Odisha,Rourkela,6.9,10.4,,251.0,
2001-01-01,Odisha,Rourkela,11.9,20.1,,101.0,
2001-02-01,Odisha,Rourkela,12.9,19.3,,151.0,
2001-03-01,Odisha,Rourkela,10.1,14.5,,136.0,
2001-04-01,Odisha,Rourkela,13.5,20.8,,158.0,
2001-05-01,Odisha,Rourkela,9.4,18.4,,122.0,
2001-06-01,Odisha,Rourkela,10.5,15.0,,120.0,
2001-07-01,Odisha,Rourkela,7.3,10.5,,90.0,
2001-08-01,Odisha,Rourkela,8.9,13.2,,119.0,
2001-09-01,Odisha,Rourkela,7.3,11.7,,103.0,
2001-10-01,Odisha,Rourkela,5.9,9.5,,120.0,
2001-11-01,Odisha,Rourkela,6.8,12.4,,129.0,
2001-12-01,Odisha,Rourkela,7.9,12.7,,128.0,
2001-01-01,Odisha,Rourkela,15.4,22.4,,129.0,
2001-02-01,Odisha,Rourkela,13.7,25.0,,178.0,
2001-03-01,Odisha,Rourkela,15.7,22.7,,190.0,
2001-04-01,Odisha,Rourkela,11.0,23.5,,193.0,
2001-05-01,Odisha,Rourkela,14.2,19.2,,159.0,
2001-06-01,Odisha,Rourkela,13.7,24.2,,129.0,
2001-07-01,Odisha,Rourkela,12.1,17.5,,148.0,
2001-08-01,Odisha,Rourkela,8.9,15.6,,119.0,
2001-09-01,Odisha,Rourkela,12.0,18.8,,136.0,
2001-10-01,Odisha,Rourkela,11.4,21.9,,145.0,
2001-11-01,Odisha,Rourkela,12.0,17.9,,149.0,
2001-12-01,Odisha,Rourkela,10.3,20.2,,141.0,
2001-01-01,Odisha,Nalco,5.2,23.7,,148.0,
2001-02-01,Odisha,Nalco,6.3,21.6,,199.0,
2001-03-01,Odisha,Nalco,7.6,30.1,,187.0,
2001-04-01,Odisha,Nalco,7.1,24.8,,195.0,
2001-05-01,Odisha,Nalco,6.8,27.4,,129.0,
2001-06-01,Odisha,Nalco,3.4,21.6,,43.0,
2001-07-01,Odisha,Nalco,4.0,20.8,,40.0,
2001-08-01,Odisha,Nalco,4.4,21.2,,40.0,
2001-09-01,Odisha,Nalco,14.1,23.1,,64.0,
2001-10-01,Odisha,Nalco,7.3,22.7,,94.0,
2001-11-01,Odisha,Nalco,4.1,17.9,,127.0,
2001-12-01,Odisha,Nalco,5.5,20.3,,212.0,
2002-01-01,Odisha,Angul,20.9,17.6,,208.0,
2002-02-01,Odisha,Angul,19.6,22.5,,233.0,
2002-03-01,Odisha,Angul,24.8,7.5,,282.0,
2002-04-01,Odisha,Angul,23.9,15.3,,150.0,
2002-05-01,Odisha,Angul,25.3,12.5,,162.0,
2002-06-01,Odisha,Angul,18.566342246525863,28.17387112641417,,96.0,
2002-07-01,Odisha,Angul,29.0,11.6,,142.0,
2002-08-01,Odisha,Angul,17.2,27.4,,77.0,
2002-09-01,Odisha,Angul,7.5,19.7,,96.0,
2002-10-01,Odisha,Angul,5.4,20.4,,108.0,
2002-11-01,Odisha,Angul,9.2,18.8,,196.0,
2002-12-01,Odisha,Angul,9.2,19.8,,259.0,
2002-01-01,Odisha,Nalco,16.6,11.1,,117.0,
2002-02-01,Odisha,Nalco,21.3,11.9,,131.0,
2002-03-01,Odisha,Nalco,22.3,10.7,,167.0,
2002-05-01,Odisha,Nalco,28.8,13.0,,202.0,
2002-06-01,Odisha,Nalco,26.5,15.4,,146.0,
2002-07-01,Odisha,Nalco,25.3,10.4,,83.0,
2002-08-01,Odisha,Nalco,11.8,20.6,,36.0,
2002-09-01,Odisha,Nalco,2.5,7.6,,56.0,
2002-10-01,Odisha,Nalco,2.0,17.0,,96.0,
2002-11-01,Odisha,Nalco,2.8,20.8,,118.0,
2002-12-01,Odisha,Nalco,3.2,21.0,,152.0,
2002-01-01,Odisha,Rourkela,7.1,15.4,,155.0,
2002-02-01,Odisha,Rourkela,8.8,15.9,,215.0,
2002-03-01,Odisha,Rourkela,8.0,13.7,,190.0,
2002-04-01,Odisha,Rourkela,9.6,16.5,,231.0,
2002-05-01,Odisha,Rourkela,8.9,17.1,,207.0,
2002-06-01,Odisha,Rourkela,7.8,14.1,,137.0,
2002-07-01,Odisha,Rourkela,10.1,18.2,,139.0,
2002-08-01,Odisha,Rourkela,9.8,19.3,,100.0,
2002-09-01,Odisha,Rourkela,5.5,13.5,,84.0,
2002-10-01,Odisha,Rourkela,3.9,6.5,,96.0,
2002-11-01,Odisha,Rourkela,4.5,7.0,,163.0,
2002-12-01,Odisha,Rourkela,4.6,10.4,,224.63333154015817,
2002-01-01,Odisha,Rourkela,7.7,11.9,,186.0,
2002-02-01,Odisha,Rourkela,7.8,11.2,,198.0,
2002-03-01,Odisha,Rourkela,8.8,11.5,,247.0,
2002-04-01,Odisha,Rourkela,8.4,12.0,,191.0,
2002-05-01,Odisha,Rourkela,7.9,11.5,,204.0,
2002-06-01,Odisha,Rourkela,8.8,12.3,,97.0,
2002-07-01,Odisha,Rourkela,9.0,10.7,,97.0,
2002-08-01,Odisha,Rourkela,9.7,12.4,,47.0,
2002-09-01,Odisha,Rourkela,5.4,7.3,,61.0,
2002-10-01,Odisha,Rourkela,3.8,9.1,,108.0,
2002-11-01,Odisha,Rourkela,4.9,10.5,,172.0,
2002-12-01,Odisha,Rourkela,3.9,7.7,,186.0,
2002-01-01,Odisha,Rourkela,7.5,13.3,,76.0,
2002-02-01,Odisha,Rourkela,11.4,16.5,,107.0,
2002-03-01,Odisha,Rourkela,9.6,17.3,,109.0,
2002-04-01,Odisha,Rourkela,7.9,14.0,,133.0,
2002-05-01,Odisha,Rourkela,12.3,22.4,,156.0,
2002-06-01,Odisha,Rourkela,7.5,13.7,,119.0,
2002-07-01,Odisha,Rourkela,5.7,8.8,,95.0,
